Nivel,Número de Vacantes,OPEC,Asignación salarial,Experiencia,Dependencias ,Estudio
Instructor,1,229038,4065092,"Doce(12) meses de EXPERIENCIA RELACIONADA, 
 Y, Doce(12) meses de EXPERIENCIA DOCENTE, 
 O, Doce(12) meses de Experiencia relacionada con el ejercicio de procesamiento de alimentos frutas y verduras y acreditar la totalidad de las catorce (14) certificaciones de la ruta formativa en “Competencias Integrales para la Cualificación del Instructor SENA","Dependencia: ATLANTICO- CENTRO PARA EL DESARROLLO AGROECOLOGICO Y AGROINDUSTRIAL,  Municipio: Sabanalarga, Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   INGENIERIA AGROINDUSTRIAL, ALIMENTOS Y AFINES
 ,O, NBC:   QUIMICA Y AFINES."
Instructor,1,229041,4065092,"Doce(12) meses de EXPERIENCIA RELACIONADA, 
 Y, Doce(12) meses de EXPERIENCIA DOCENTE, 
 O, Doce(12) meses de Experiencia relacionada con el ejercicio de recreación y acreditar la totalidad de las catorce (14) certificaciones de la ruta formativa en “Competencias Integrales para la Cualificación del Instructor SENA","Dependencia: NARIÑO-CENTRO INTERNACIONAL DE PRODUCCIÓN LIMPIA - LOPE,  Municipio: Pasto, Total vacantes: 1","Título de PROFESIONAL en NBC: DEPORTES, EDUCACION FISICA Y RECREACION
 ,O, NBC:   EDUCACION."
Instructor,3,229042,4065092,"Doce(12) meses de EXPERIENCIA RELACIONADA, 
 Y, Doce(12) meses de EXPERIENCIA DOCENTE, 
 O, Doce(12) meses de Experiencia relacionada con el ejercicio de mecanización agrícola y acreditar la totalidad de las catorce (14) certificaciones de la ruta formativa en “Competencias Integrales para la Cualificación del Instructor SENA.","Dependencia: CORDOBA- CENTRO AGROPECUARIO Y DE BIOTECNOLOGIA EL PORVENIR,  Municipio: Montería, Total vacantes: 1","Título de PROFESIONAL en NBC: AGRONOMIA
 ,O, NBC:   EDUCACION
 ,O, NBC:   INGENIERIA AGRICOLA, FORESTAL Y AFINES
 ,O, NBC:   INGENIERIA AGRONOMICA, PECUARIA Y AFINES
 ,O, NBC:   INGENIERIA MECANICA Y AFINES."
Instructor,2,229043,4065092,"Doce(12) meses de EXPERIENCIA RELACIONADA, 
 Y, Doce(12) meses de EXPERIENCIA DOCENTE, 
 O, Doce(12) meses de Experiencia relacionada con el ejercicio de procesamiento de alimentos- panadería y repostería y acreditar la totalidad de las catorce (14) certificaciones de la ruta formativa en “Competencias Integrales para la Cualificación del Instructor SENA","Dependencia: DISTRITO CAPITAL- CENTRO NACIONAL DE HOTELERIA, TURISMO Y ALIMENTOS,  Municipio: Bogotá D.C., Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   INGENIERIA AGROINDUSTRIAL, ALIMENTOS Y AFINES
 ,O, NBC:   QUIMICA Y AFINES."
Instructor,2,229044,4065092,"Doce(12) meses de EXPERIENCIA RELACIONADA, 
 Y, Doce(12) meses de EXPERIENCIA DOCENTE, 
 O, Doce(12) meses de Experiencia relacionada con el ejercicio de infraestructura y acreditar la totalidad de las catorce (14) certificaciones de la ruta formativa en “Competencias Integrales para la Cualificación del Instructor SENA","Dependencia: ANTIOQUIA- CENTRO DE SERVICIOS Y GESTIÓN EMPRESARIAL,  Municipio: Medellín, Total vacantes: 1","Título de PROFESIONAL en NBC: INGENIERIA DE SISTEMAS, TELEMATICA Y AFINES
 ,O, NBC:   INGENIERIA ELECTRONICA, TELECOMUNICACIONES Y AFINES."
Instructor,3,229045,4065092,"Doce(12) meses de EXPERIENCIA RELACIONADA, 
 Y, Doce(12) meses de EXPERIENCIA DOCENTE, 
 O, Doce(12) meses de Experiencia relacionada con el ejercicio de forestal y acreditar la totalidad de las catorce (14) certificaciones de la ruta formativa en “Competencias Integrales para la Cualificación del Instructor SENA","Dependencia: ATLANTICO- CENTRO PARA EL DESARROLLO AGROECOLOGICO Y AGROINDUSTRIAL,  Municipio: Sabanalarga, Total vacantes: 1","Título de PROFESIONAL en NBC: INGENIERIA AGRICOLA, FORESTAL Y AFINES."
Instructor,9,229046,4065092,"Doce(12) meses de EXPERIENCIA RELACIONADA, 
 Y, Doce(12) meses de EXPERIENCIA DOCENTE, 
 O, Doce(12) meses de Experiencia relacionada con el ejercicio de seguridad y salud en el trabajo y acreditar la totalidad de las catorce (14) certificaciones de la ruta formativa en “Competencias Integrales para la Cualificación del Instructor SENA.","Dependencia: QUINDÍO-CENTRO AGROINDUSTRIAL,  Municipio: Armenia, Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   ENFERMERIA
 ,O, NBC:   INGENIERIA CIVIL Y AFINES
 ,O, NBC:   INGENIERIA DE MINAS, METALURGIA Y AFINES
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES
 ,O, NBC:   INGENIERIA QUIMICA Y AFINES
 ,O, NBC:   MEDICINA
 ,O, NBC:   OTRAS INGENIERIAS
 ,O, NBC:   SALUD PUBLICA
 ,O, NBC:   SOCIOLOGIA, TRABAJO SOCIAL Y AFINES
 ,O, NBC:   TERAPIAS."
Instructor,2,229047,4065092,"Doce(12) meses de EXPERIENCIA RELACIONADA, 
 Y, Doce(12) meses de EXPERIENCIA DOCENTE, 
 O, Doce(12) meses de Experiencia relacionada con el ejercicio de plásticos y acreditar la totalidad de las catorce (14) certificaciones de la ruta formativa en “Competencias Integrales para la Cualificación del Instructor SENA","Dependencia: DISTRITO CAPITAL-CENTRO METALMECÁNICO,  Municipio: Bogotá D.C., Total vacantes: 2","Título de PROFESIONAL en NBC: INGENIERIA DE MINAS, METALURGIA Y AFINES
 ,O, NBC:   INGENIERIA QUIMICA Y AFINES."
Instructor,4,229049,4065092,"Doce(12) meses de EXPERIENCIA RELACIONADA, 
 Y, Doce(12) meses de EXPERIENCIA DOCENTE, 
 O, Doce(12) meses de Experiencia relacionada con el ejercicio de diseño mecánico y acreditar la totalidad de las catorce (14) certificaciones de la ruta formativa en “Competencias Integrales para la Cualificación del Instructor SENA","Dependencia: ANTIOQUIA-CENTRO DE LA INNOVACION, LA AGROINDUSTRIA Y LA AVIACION,  Municipio: Rionegro, Total vacantes: 1","Título de PROFESIONAL en NBC: EDUCACION
 ,O, NBC:   INGENIERIA DE MINAS, METALURGIA Y AFINES
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES
 ,O, NBC:   INGENIERIA MECANICA Y AFINES
 ,O, NBC:   INGENIERIA QUIMICA Y AFINES."
Profesional,2,229050,5175240,NO REQUIERE EXPERIENCIA,"Dependencia: CUNDINAMARCA- CENTRO DE LA TECNOLOGIA DEL DISEÑO Y LA PRODUCTIVIDAD EMPRESARIAL,  Municipio: Girardot, Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   CIENCIA POLITICA, RELACIONES INTERNACIONALES
 ,O, NBC:   ECONOMIA
 ,O, NBC:   EDUCACION
 ,O, NBC:   INGENIERIA ADMINISTRATIVA Y AFINES
 ,O, NBC:   INGENIERIA DE SISTEMAS, TELEMATICA Y AFINES
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES.

Titulo de postgrado en la modalidad de ESPECIALIZACION EN AREAS RELACIONADAS CON LAS FUNCIONES DEL EMPLEO."
Profesional,1,229051,5848204,Seis(6) meses de EXPERIENCIA PROFESIONAL RELACIONADA,"Dependencia: CUNDINAMARCA- CENTRO DE DESARROLLO AGROINDUSTRIAL Y EMPRESARIAL,  Municipio: Villeta, Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   AGRONOMIA
 ,O, NBC:   ANTROPOLOGIA Y ARTES LIBERALES
 ,O, NBC:   ARQUITECTURA
 ,O, NBC:   BACTERIOLOGIA
 ,O, NBC:   BIBLIOTECOLOGIA, OTROS DE CIENCIAS SOCIALES Y HUMANAS
 ,O, NBC:   BIOLOGIA, MICROBIOLOGIA Y AFINES
 ,O, NBC:   CIENCIA POLITICA, RELACIONES INTERNACIONALES
 ,O, NBC:   COMUNICACION SOCIAL, PERIODISMO Y AFINES
 ,O, NBC:   CONTADURIA PUBLICA
 ,O, NBC:   DEPORTES, EDUCACION FISICA Y RECREACION
 ,O, NBC:   DERECHO Y AFINES
 ,O, NBC:   DISENO
 ,O, NBC:   ECONOMIA
 ,O, NBC:   EDUCACION
 ,O, NBC:   ENFERMERIA
 ,O, NBC:   INGENIERIA ADMINISTRATIVA Y AFINES
 ,O, NBC:   INGENIERIA AGRICOLA, FORESTAL Y AFINES
 ,O, NBC:   INGENIERIA AGROINDUSTRIAL, ALIMENTOS Y AFINES
 ,O, NBC:   INGENIERIA AGRONOMICA, PECUARIA Y AFINES
 ,O, NBC:   INGENIERIA AMBIENTAL, SANITARIA Y AFINES
 ,O, NBC:   INGENIERIA BIOMEDICA Y AFINES
 ,O, NBC:   INGENIERIA CIVIL Y AFINES
 ,O, NBC:   INGENIERIA DE MINAS, METALURGIA Y AFINES
 ,O, NBC:   INGENIERIA DE SISTEMAS, TELEMATICA Y AFINES
 ,O, NBC:   INGENIERIA ELECTRICA Y AFINES
 ,O, NBC:   INGENIERIA ELECTRONICA, TELECOMUNICACIONES Y AFINES
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES
 ,O, NBC:   INGENIERIA MECANICA Y AFINES
 ,O, NBC:   INGENIERIA QUIMICA Y AFINES
 ,O, NBC:   LENGUAS MODERNAS, LITERATURA, LINGUISTICA Y AFINES
 ,O, NBC:   MATEMATICAS, ESTADISTICA Y AFINES
 ,O, NBC:   MEDICINA
 ,O, NBC:   MEDICINA VETERINARIA
 ,O, NBC:   ODONTOLOGIA
 ,O, NBC:   OTRAS INGENIERIAS
 ,O, NBC:   OTROS PROGRAMAS ASOCIADOS A BELLAS ARTES
 ,O, NBC:   PSICOLOGIA
 ,O, NBC:   QUIMICA Y AFINES
 ,O, NBC:   SOCIOLOGIA, TRABAJO SOCIAL Y AFINES
 ,O, NBC:   TERAPIAS
 ,O, NBC:   ZOOTECNIA.

Titulo de postgrado en la modalidad de ESPECIALIZACION EN AREAS RELACIONADAS CON LAS FUNCIONES DEL EMPLEO."
Instructor,3,229052,4065092,"Doce(12) meses de EXPERIENCIA RELACIONADA, 
 Y, Doce(12) meses de EXPERIENCIA DOCENTE, 
 O, Doce(12) meses de Experiencia relacionada con el ejercicio de instrumentación y control de procesos y acreditar la totalidad de las catorce (14) certificaciones de la ruta formativa en “Competencias Integrales para la Cualificación del Instructor SENA","Dependencia: BOLIVAR- CENTRO PARA LA INDUSTRIA PETROQUIMICA,  Municipio: Cartagena De Indias, Total vacantes: 1","Título de PROFESIONAL en NBC: INGENIERIA ELECTRICA Y AFINES
 ,O, NBC:   INGENIERIA ELECTRONICA, TELECOMUNICACIONES Y AFINES
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES
 ,O, NBC:   INGENIERIA MECANICA Y AFINES."
Instructor,7,229053,4065092,"Doce(12) meses de EXPERIENCIA RELACIONADA, 
 Y, Doce(12) meses de EXPERIENCIA DOCENTE, 
 O, Doce(12) meses de Experiencia relacionada con el ejercicio de contabilidad y acreditar la totalidad de las catorce (14) certificaciones de la ruta formativa en “Competencias Integrales para la Cualificación del Instructor SENA","Dependencia: BOYACA- CENTRO DE GESTION ADMINISTRATIVA Y FORTALECIMIENTO EMPRESARIAL,  Municipio: Tunja, Total vacantes: 1","Título de PROFESIONAL en NBC: CONTADURIA PUBLICA
 ,O, NBC:   EDUCACION."
Instructor,5,229055,4065092,"Doce(12) meses de EXPERIENCIA RELACIONADA, 
 Y, Doce(12) meses de EXPERIENCIA DOCENTE, 
 O, Doce(12) meses de Experiencia relacionada con el ejercicio de apoyo al diagnóstico y acreditar la totalidad de las catorce (14) certificaciones de la ruta formativa en “Competencias Integrales para la Cualificación del Instructor SENA","Dependencia: CAUCA-CENTRO DE COMERCIO Y SERVICIOS,  Municipio: Santander De Quilichao, Total vacantes: 1",Título de PROFESIONAL en NBC: MEDICINA.
Profesional,1,229056,6500596,Quince(15) meses de EXPERIENCIA PROFESIONAL RELACIONADA,"Dependencia: BOYACA- CENTRO INDUSTRIAL DE MANTENIMIENTO Y MANUFACTURA,  Municipio: Sogamoso, Total vacantes: 1","Título de PROFESIONAL en NBC: FILOSOFIA, TEOLOGIA Y AFINES
 ,O, NBC:   PSICOLOGIA
 ,O, NBC:   SOCIOLOGIA, TRABAJO SOCIAL Y AFINES.

Titulo de postgrado en la modalidad de ESPECIALIZACION EN AREAS RELACIONADAS CON LAS FUNCIONES DEL EMPLEO."
Profesional,1,229057,6188097,Doce(12) meses de EXPERIENCIA PROFESIONAL RELACIONADA,"Dependencia: ANTIOQUIA- CENTRO DE SERVICIOS DE SALUD,  Municipio: Medellín, Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   CONTADURIA PUBLICA
 ,O, NBC:   DERECHO Y AFINES
 ,O, NBC:   ECONOMIA
 ,O, NBC:   EDUCACION
 ,O, NBC:   FILOSOFIA, TEOLOGIA Y AFINES
 ,O, NBC:   INGENIERIA DE SISTEMAS, TELEMATICA Y AFINES
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES
 ,O, NBC:   PSICOLOGIA
 ,O, NBC:   SOCIOLOGIA, TRABAJO SOCIAL Y AFINES.

Titulo de postgrado en la modalidad de ESPECIALIZACION EN AREAS RELACIONADAS CON LAS FUNCIONES DEL EMPLEO."
Asesor,1,229058,8443931,Diez y ocho(18) meses de EXPERIENCIA PROFESIONAL RELACIONADA,"Dependencia: DISTRITO CAPITAL CENTRO DE SERVICIOS FINANCIEROS,  Municipio: Bogotá D.C., Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   DERECHO Y AFINES
 ,O, NBC:   ECONOMIA
 ,O, NBC:   EDUCACION
 ,O, NBC:   MATEMATICAS, ESTADISTICA Y AFINES.

Titulo de postgrado en la modalidad de ESPECIALIZACION EN AREAS RELACIONADAS CON LAS FUNCIONES DEL EMPLEO."
Profesional,1,229059,5848204,Seis(6) meses de EXPERIENCIA PROFESIONAL RELACIONADA,"Dependencia: CAUCA- CENTRO DE TELEINFORMÁTICA Y PRODUCCIÓN INDUSTRIAL,  Municipio: Popayán, Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   AGRONOMIA
 ,O, NBC:   ANTROPOLOGIA Y ARTES LIBERALES
 ,O, NBC:   BIBLIOTECOLOGIA, OTROS DE CIENCIAS SOCIALES Y HUMANAS
 ,O, NBC:   CIENCIA POLITICA, RELACIONES INTERNACIONALES
 ,O, NBC:   COMUNICACION SOCIAL, PERIODISMO Y AFINES
 ,O, NBC:   CONTADURIA PUBLICA
 ,O, NBC:   DERECHO Y AFINES
 ,O, NBC:   DISENO
 ,O, NBC:   ECONOMIA
 ,O, NBC:   EDUCACION
 ,O, NBC:   INGENIERIA ADMINISTRATIVA Y AFINES
 ,O, NBC:   INGENIERIA AGRICOLA, FORESTAL Y AFINES
 ,O, NBC:   INGENIERIA AGROINDUSTRIAL, ALIMENTOS Y AFINES
 ,O, NBC:   INGENIERIA AMBIENTAL, SANITARIA Y AFINES
 ,O, NBC:   INGENIERIA DE SISTEMAS, TELEMATICA Y AFINES
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES
 ,O, NBC:   INGENIERIA MECANICA Y AFINES
 ,O, NBC:   LENGUAS MODERNAS, LITERATURA, LINGUISTICA Y AFINES
 ,O, NBC:   PSICOLOGIA
 ,O, NBC:   ZOOTECNIA.

Titulo de postgrado en la modalidad de ESPECIALIZACION EN AREAS RELACIONADAS CON LAS FUNCIONES DEL EMPLEO."
Instructor,2,229060,4065092,"Seis(6) meses de experiencia relacionada con la participación en grupos de investigación registrados en COLCIENCIAS y en la gestión de semilleros de investigación desarrollando proyectos en una de las líneas de investigación avaladas institucionalmente por el SENA y en labores de Formación Profesional, 
 Y, Seis(6) meses de EXPERIENCIA DOCENTE","Dependencia: BOYACA- CENTRO INDUSTRIAL DE MANTENIMIENTO Y MANUFACTURA,  Municipio: Sogamoso, Total vacantes: 2","Título de MAESTRIA en NBC: ADMINISTRACION
 ,O, NBC:   EDUCACION
 ,O, NBC:   INGENIERIA CIVIL Y AFINES
 ,O, NBC:   INGENIERIA ELECTRICA Y AFINES
 ,O, NBC:   INGENIERIA ELECTRONICA, TELECOMUNICACIONES Y AFINES
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES
 ,O, NBC:   INGENIERIA MECANICA Y AFINES
 ,O, NBC:   OTRAS INGENIERIAS
 ,Y, Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   EDUCACION
 ,O, NBC:   INGENIERIA CIVIL Y AFINES
 ,O, NBC:   INGENIERIA ELECTRICA Y AFINES
 ,O, NBC:   INGENIERIA ELECTRONICA, TELECOMUNICACIONES Y AFINES
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES
 ,O, NBC:   INGENIERIA MECANICA Y AFINES
 ,O, NBC:   OTRAS INGENIERIAS."
Profesional,1,229061,6188097,Doce(12) meses de EXPERIENCIA PROFESIONAL RELACIONADA,"Dependencia: NORTE DE SANTANDER- CENTRO DE FORMACION PARA EL DESARROLLO RURAL Y MINERO,  Municipio: Cúcuta, Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   AGRONOMIA
 ,O, NBC:   CONTADURIA PUBLICA
 ,O, NBC:   ECONOMIA
 ,O, NBC:   INGENIERIA ADMINISTRATIVA Y AFINES
 ,O, NBC:   INGENIERIA AGRICOLA, FORESTAL Y AFINES
 ,O, NBC:   INGENIERIA AGROINDUSTRIAL, ALIMENTOS Y AFINES
 ,O, NBC:   INGENIERIA AGRONOMICA, PECUARIA Y AFINES
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES.

Titulo de postgrado en la modalidad de ESPECIALIZACION EN AREAS RELACIONADAS CON LAS FUNCIONES DEL EMPLEO."
Profesional,1,229062,5175240,NO REQUIERE EXPERIENCIA,"Dependencia: DIRECCIÓN GENERAL-DIRECCIÓN DE EMPLEO Y TRABAJO,  Municipio: Bogotá D.C., Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   CONTADURIA PUBLICA
 ,O, NBC:   DERECHO Y AFINES
 ,O, NBC:   ECONOMIA
 ,O, NBC:   INGENIERIA ADMINISTRATIVA Y AFINES
 ,O, NBC:   INGENIERIA AGRONOMICA, PECUARIA Y AFINES
 ,O, NBC:   INGENIERIA DE SISTEMAS, TELEMATICA Y AFINES
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES.

Titulo de postgrado en la modalidad de ESPECIALIZACION EN AREAS RELACIONADAS CON LAS FUNCIONES DEL EMPLEO."
Profesional,1,229064,5175240,NO REQUIERE EXPERIENCIA,"Dependencia: VALLE-CENTRO DE LA CONSTRUCCIÓN,  Municipio: Cali, Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   CONTADURIA PUBLICA
 ,O, NBC:   DERECHO Y AFINES
 ,O, NBC:   ECONOMIA
 ,O, NBC:   EDUCACION
 ,O, NBC:   ENFERMERIA
 ,O, NBC:   FILOSOFIA, TEOLOGIA Y AFINES
 ,O, NBC:   INGENIERIA DE SISTEMAS, TELEMATICA Y AFINES
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES
 ,O, NBC:   PSICOLOGIA
 ,O, NBC:   SOCIOLOGIA, TRABAJO SOCIAL Y AFINES
 ,O, NBC:   TERAPIAS.

Titulo de postgrado en la modalidad de ESPECIALIZACION EN AREAS RELACIONADAS CON LAS FUNCIONES DEL EMPLEO."
Profesional,1,229066,6188097,Doce(12) meses de EXPERIENCIA PROFESIONAL RELACIONADA,"Dependencia: MAGDALENA-CENTRO DE LOGISTICA Y PROMOCION ECOTURISTICA DEL MAGDALENA,  Municipio: Santa Marta, Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   BACTERIOLOGIA
 ,O, NBC:   CIENCIA POLITICA, RELACIONES INTERNACIONALES
 ,O, NBC:   COMUNICACION SOCIAL, PERIODISMO Y AFINES
 ,O, NBC:   CONTADURIA PUBLICA
 ,O, NBC:   DERECHO Y AFINES
 ,O, NBC:   ECONOMIA
 ,O, NBC:   EDUCACION
 ,O, NBC:   ENFERMERIA
 ,O, NBC:   INGENIERIA ADMINISTRATIVA Y AFINES
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES
 ,O, NBC:   MEDICINA
 ,O, NBC:   ODONTOLOGIA
 ,O, NBC:   PSICOLOGIA
 ,O, NBC:   SOCIOLOGIA, TRABAJO SOCIAL Y AFINES
 ,O, NBC:   TERAPIAS.

Titulo de postgrado en la modalidad de ESPECIALIZACION EN AREAS RELACIONADAS CON LAS FUNCIONES DEL EMPLEO."
Instructor,8,229067,4065092,"Doce(12) meses de EXPERIENCIA RELACIONADA, 
 Y, Doce(12) meses de EXPERIENCIA DOCENTE, 
 O, Doce(12) meses de Experiencia relacionada con el ejercicio de agricultura y acreditar la totalidad de las catorce (14) certificaciones de la ruta formativa en “Competencias Integrales para la Cualificación del Instructor SENA","Dependencia: ANTIOQUIA-CENTRO DE FORMACIÓN MINERO AMBIENTAL,  Municipio: El Bagre, Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   AGRONOMIA
 ,O, NBC:   EDUCACION
 ,O, NBC:   INGENIERIA AGRICOLA, FORESTAL Y AFINES
 ,O, NBC:   INGENIERIA AGRONOMICA, PECUARIA Y AFINES."
Instructor,9,229068,4065092,"Doce(12) meses de EXPERIENCIA DOCENTE, 
 Y, Doce(12) meses de EXPERIENCIA RELACIONADA, 
 O, Doce(12) meses de Experiencia relacionada con el ejercicio de agricultura de precisión y acreditar la totalidad de las catorce (14) certificaciones de la ruta formativa en “Competencias Integrales para la Cualificación del Instructor SENA","Dependencia: NORTE DE SANTANDER- CENTRO DE FORMACION PARA EL DESARROLLO RURAL Y MINERO,  Municipio: Cúcuta, Total vacantes: 1","Título de PROFESIONAL en NBC: AGRONOMIA
 ,O, NBC:   EDUCACION
 ,O, NBC:   INGENIERIA AGRICOLA, FORESTAL Y AFINES
 ,O, NBC:   INGENIERIA AGRONOMICA, PECUARIA Y AFINES
 ,O, NBC:   INGENIERIA DE SISTEMAS, TELEMATICA Y AFINES
 ,O, NBC:   INGENIERIA ELECTRONICA, TELECOMUNICACIONES Y AFINES
 ,O, NBC:   INGENIERIA MECANICA Y AFINES."
Instructor,2,229069,4065092,"Doce(12) meses de EXPERIENCIA RELACIONADA, 
 Y, Doce(12) meses de EXPERIENCIA DOCENTE, 
 O, Doce(12) meses de Experiencia relacionada con el ejercicio de análisis químico y acreditar la totalidad de las catorce (14) certificaciones de la ruta formativa en “Competencias Integrales para la Cualificación del Instructor SENA","Dependencia: TOLIMA-CENTRO DE INDUSTRIA Y CONSTRUCCIÓN,  Municipio: Ibagué, Total vacantes: 1","Título de PROFESIONAL en NBC: BIOLOGIA, MICROBIOLOGIA Y AFINES
 ,O, NBC:   EDUCACION
 ,O, NBC:   INGENIERIA QUIMICA Y AFINES
 ,O, NBC:   QUIMICA Y AFINES."
Instructor,5,229071,4065092,"Doce(12) meses de EXPERIENCIA RELACIONADA, 
 Y, Doce(12) meses de EXPERIENCIA DOCENTE, 
 O, Doce(12) meses de Experiencia relacionada con el ejercicio de arquitectura y decoración y acreditar la totalidad de las catorce (14) certificaciones de la ruta formativa en “Competencias Integrales para la Cualificación del Instructor SENA","Dependencia: SUCRE-CENTRO DE LA INNOVACION, LA TECNOLOGIA Y LOS SERVICIOS,  Municipio: Sincelejo, Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   ARQUITECTURA
 ,O, NBC:   DISENO
 ,O, NBC:   INGENIERIA CIVIL Y AFINES."
Instructor,1,229073,4065092,"Doce(12) meses de EXPERIENCIA RELACIONADA, 
 Y, Doce(12) meses de EXPERIENCIA DOCENTE, 
 O, Doce(12) meses de Experiencia relacionada con el ejercicio de mesa y bar y acreditar la totalidad de las catorce (14) certificaciones de la ruta formativa en “Competencias Integrales para la Cualificación del Instructor SENA","Dependencia: SAN ANDRES- CENTRO DE FORMACION TURISTICA, GENTE DE MAR Y DE SERVICIOS,  Municipio: San Andrés, Total vacantes: 1",Título de PROFESIONAL en NBC: ADMINISTRACION.
Profesional,1,229074,8208795,"Quince(15) meses de experiencia relacionada con implementación de procesos de innovación, o investigación o producción académica, o divulgación científica, o propiedad intelectual, o transferencia tecnológica, o metodologías de evaluación de procesos y seguimiento a proyectos de ciencia, tecnología e innovación","Dependencia: SANTANDER-CENTRO AGROEMPRESARIAL Y TURÍSTICO DE LOS ANDES,  Municipio: Málaga, Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   INGENIERIA AGRONOMICA, PECUARIA Y AFINES
 ,O, NBC:   INGENIERIA DE SISTEMAS, TELEMATICA Y AFINES
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES
 ,O, NBC:   MEDICINA VETERINARIA.

Titulo de postgrado en la modalidad de MAESTRIA en NBC: ADMINISTRACION
 ,O, NBC:   INGENIERIA AGRONOMICA, PECUARIA Y AFINES
 ,O, NBC:   INGENIERIA DE SISTEMAS, TELEMATICA Y AFINES
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES
 ,O, NBC:   MEDICINA VETERINARIA.


,Y, acreditar una (1) certificación, de entre las siguientes opciones: (1) Fortalecimiento de las Capacidades en Marco Lógico; (2) Fortalecimiento de las Capacidades en Propiedad Intelectual para Investigadores; (3) Escritura y Producción Intelectual o Escritura de Artículos Científicos y Tecnológicos; (4) Herramientas y Competencias para la generación de Innovación; (5) Definición de Indicadores y Vigilancia Tecnológica."
Profesional,1,229075,8208795,"Quince(15) meses de experiencia relacionada con implementación de procesos de innovación, o investigación o producción académica, o divulgación científica, o propiedad intelectual, o transferencia tecnológica, o metodologías de evaluación de procesos y seguimiento a proyectos de ciencia, tecnología e innovación","Dependencia: TOLIMA-CENTRO DE COMERCIO Y SERVICIOS,  Municipio: Ibagué, Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   CONTADURIA PUBLICA
 ,O, NBC:   DEPORTES, EDUCACION FISICA Y RECREACION
 ,O, NBC:   ECONOMIA
 ,O, NBC:   INGENIERIA ADMINISTRATIVA Y AFINES
 ,O, NBC:   INGENIERIA DE SISTEMAS, TELEMATICA Y AFINES
 ,O, NBC:   INGENIERIA ELECTRONICA, TELECOMUNICACIONES Y AFINES
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES.

Titulo de postgrado en la modalidad de MAESTRIA en NBC: ADMINISTRACION
 ,O, NBC:   CONTADURIA PUBLICA
 ,O, NBC:   DEPORTES, EDUCACION FISICA Y RECREACION
 ,O, NBC:   ECONOMIA
 ,O, NBC:   INGENIERIA ADMINISTRATIVA Y AFINES
 ,O, NBC:   INGENIERIA DE SISTEMAS, TELEMATICA Y AFINES
 ,O, NBC:   INGENIERIA ELECTRONICA, TELECOMUNICACIONES Y AFINES
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES.


,Y, acreditar una (1) certificación, de entre las siguientes opciones: (1) Fortalecimiento de las Capacidades en Marco Lógico; (2) Fortalecimiento de las Capacidades en Propiedad Intelectual para Investigadores; (3) Escritura y Producción Intelectual o Escritura de Artículos Científicos y Tecnológicos; (4) Herramientas y Competencias para la generación de Innovación; (5) Definición de Indicadores y Vigilancia Tecnológica."
